transaction_id,date,account,description,amount,category,new_category,new_description,Sub_category
1566,1/13/25,Mich Wells,Coinbase,-29.99,Income,,,Crypto Income
1568,1/13/25,Mich Wells,Transfers,12700.0,Financial Transactions,,,Loan
1567,1/13/25,Mich Wells,Zelle To Valet Seacoast Alex,-5.0,Travel & Entertainment,,,Travel & Entertainment
932,1/14/25,Mich City,American Airlines,-122.4,Travel & Entertainment,,,Travel & Entertainment
934,1/14/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
933,1/14/25,Mich City,Falení/Lorenzo,-5.6,Travel & Entertainment,,,Travel & Entertainment
930,1/14/25,Mich City,Apple,-99.0,Subscriptions,,,Electronics
931,1/14/25,Mich City,National General Insurance,-31.03,Auto,,,Services
266,1/14/25,Fam Wells,Zelle To Basketball Charlie,-25.0,Education,,,Basket Lore
1139,1/14/25,Mich Amex,American Airlines,5.6,Travel & Entertainment,,,Travel & Entertainment
1140,1/14/25,Mich Amex,Restaurante Moorea,-262.56,Travel & Entertainment,,,Dining
1141,1/14/25,Mich Amex,Swiss Intl Air Lines,-165.08,Travel & Entertainment,,,Travel & Entertainment
1142,1/14/25,Mich Amex,Uber,-4.32,Travel & Entertainment,,,Transport
1565,1/14/25,Mich Wells,Citi Card,5017.07,Financial Transactions,,,Card Payment
1564,1/14/25,Mich Wells,Citi Card,7144.0,Financial Transactions,,,Card Payment
265,1/15/25,Fam Wells,Transfers,4850.0,Financial Transactions,,,Income Transfer
1138,1/15/25,Mich Amex,Uber,-24.33,Travel & Entertainment,,,Transport
1137,1/15/25,Mich Amex,Uber,-2.9,Travel & Entertainment,,,Transport
1136,1/15/25,Mich Amex,Uber,-2.79,Travel & Entertainment,,,Transport
1135,1/15/25,Mich Amex,Uber,-0.98,Travel & Entertainment,,,Transport
1563,1/15/25,Mich Wells,Bus Tele Svcs,6644.64,Income,,,Income
1562,1/15/25,Mich Wells,Transfers,-4850.0,Financial Transactions,,,Income Transfer
1134,1/16/25,Mich Amex,SBB Mobile,-62.62,Travel & Entertainment,,,Travel & Entertainment
1561,1/16/25,Mich Wells,Business Telecommunications,6687.72,Financial Transactions,,,Expense Reports
1559,1/16/25,Mich Wells,Transfers,-5000.0,Financial Transactions,,,Loan Payment
1560,1/16/25,Mich Wells,Transfers,-1174.0,Savings,,,Savings
929,1/17/25,Mich City,Chevron,-47.59,Auto,,,Transport
928,1/17/25,Mich City,Nike,86.14,General Merchandise,,,General Merchandise
264,1/17/25,Fam Wells,Car Mich,1100.0,Auto,,,Vehicle Payment
1133,1/17/25,Mich Amex,Doral Steakhouse,-536.18,Travel & Entertainment,,,Dining
1310,1/17/25,Mich Bofa,Amazon,-52.41,Amazon,,,Amazon
1558,1/17/25,Mich Wells,Zelle To Sebastian Caminero,-125.0,Pelu,,,Pelu Lore Mich
925,1/18/25,Mich City,Laz Parking,-7.0,Auto,,,Transport
923,1/18/25,Mich City,Navarro Discount Pharmacy,-7.29,Medical,,,Medical
924,1/18/25,Mich City,St. Christopher,-130.49,Education,,,Education
926,1/18/25,Mich City,Gourmet,-7.76,Travel & Entertainment,,,Dining
927,1/18/25,Mich City,Francisca Charcoal,-90.88,Travel & Entertainment,,,Dining
1132,1/18/25,Mich Amex,Iberia,-98.0,Travel & Entertainment,,,Travel & Entertainment
1131,1/18/25,Mich Amex,Iberia,-31.91,Travel & Entertainment,,,Travel & Entertainment
1309,1/18/25,Mich Bofa,Amazon,-12.83,Amazon,,,Amazon
1130,1/19/25,Mich Amex,Uber,-45.77,Travel & Entertainment,,,Transport
962,1/2/25,Mich City,Ceviche Mix,-51.55,Travel & Entertainment,,,Dining
963,1/2/25,Mich City,Crooked Can Brewing,-24.04,Travel & Entertainment,,,Dining
964,1/2/25,Mich City,Hunger Street Taco,-47.12,Travel & Entertainment,,,Dining
283,1/2/25,Fam Wells,Kukenam,-409.16,Education,,,Education
282,1/2/25,Fam Wells,Balmoral Estates,-2883.78,Home,,,Home
285,1/2/25,Fam Wells,Transfers,4850.0,Financial Transactions,,,Income Transfer
284,1/2/25,Fam Wells,Zelle To Brough Stephen,-480.0,Travel & Entertainment,,,Travel & Entertainment
1575,1/2/25,Mich Wells,Financial Transactions,251.48,Financial Transactions,,,Card Payment
1577,1/2/25,Mich Wells,Transfers,-4850.0,Financial Transactions,,,Income Transfer
1576,1/2/25,Mich Wells,Transfers,-1174.0,Savings,,,Savings
919,1/20/25,Mich City,American Airlines,122.4,Travel & Entertainment,,,Travel & Entertainment
920,1/20/25,Mich City,American Airlines,-57.4,Travel & Entertainment,,,Travel & Entertainment
921,1/20/25,Mich City,Hilton,-717.59,Travel & Entertainment,,,Travel & Lodging
922,1/20/25,Mich City,Hilton Tapa Bar,-38.46,Travel & Entertainment,,,Dining
917,1/21/25,Mich City,Columbus HS,-882.71,Education,,,Education
918,1/21/25,Mich City,Hilton,-123.0,Travel & Entertainment,,,Travel & Lodging
261,1/21/25,Fam Wells,FPL,-271.7,Bills & Utilities,,,Bills & Utilities
263,1/21/25,Fam Wells,SunPass,-10.0,Auto,,,Tolls
260,1/21/25,Fam Wells,WF Credit Card,734.0,Financial Transactions,,,Card Payment
262,1/21/25,Fam Wells,Zelle To Leon Rocio,-285.0,Medical,,,Medical
1129,1/21/25,Mich Amex,Hotel,-3408.34,Travel & Entertainment,,,Travel & Entertainment
1557,1/21/25,Mich Wells,Citi Card,90.93,Financial Transactions,,,Card Payment
915,1/22/25,Mich City,Unknown,-6.93,Groceries,,,Groceries
916,1/22/25,Mich City,Paia Fish Market,-24.9,Travel & Entertainment,,,Dining
1127,1/22/25,Mich Amex,Amazon,74.44,Amazon,,,Amazon
1128,1/22/25,Mich Amex,Financial Transactions,8593.27,Financial Transactions,,,Card Payment
1307,1/22/25,Mich Bofa,Amazon,35.3,Amazon,,,Amazon
1305,1/22/25,Mich Bofa,Amazon,41.15,Amazon,,,Amazon
1308,1/22/25,Mich Bofa,Amazon,74.79,Amazon,,,Amazon
1306,1/22/25,Mich Bofa,Amazon,128.35,Amazon,,,Amazon
1556,1/22/25,Mich Wells,Transfers,-2000.0,Financial Transactions,,,Loan Payment
914,1/23/25,Mich City,Four Mountain Sports,-968.45,General Merchandise,,,General Merchandise
913,1/23/25,Mich City,Four Mountain Sports,-18.23,General Merchandise,,,General Merchandise
1126,1/23/25,Mich Amex,American Airlines,-35.0,Travel & Entertainment,,,Travel & Entertainment
1553,1/23/25,Mich Wells,Wells Fargo,1200.0,Financial Transactions,,,Card Payment
1554,1/23/25,Mich Wells,Zelle From Lisa Castro,1200.0,Travel & Entertainment,,,Travel & Entertainment
1555,1/23/25,Mich Wells,Zelle From Lisa Castro,1.0,Travel & Entertainment,,,Travel & Entertainment
1552,1/23/25,Mich Wells,Zelle To Domanti Marietto,-50.0,Travel & Entertainment,,,Travel & Entertainment
911,1/24/25,Mich City,Ritz-Carlton,-5.47,Travel & Entertainment,,,Travel & Lodging
912,1/24/25,Mich City,Four Mountain Sports,-77.45,General Merchandise,,,General Merchandise
910,1/24/25,Mich City,Gorsuch,-1967.6,General Merchandise,,,General Merchandise
259,1/24/25,Fam Wells,Healthy Paws,-100.03,Lucky,,,Pet Services
258,1/24/25,Fam Wells,T-Mobile,-192.58,Bills & Utilities,,,Andre Cell
1125,1/24/25,Mich Amex,Betula,-828.59,Travel & Entertainment,,,Dining
1123,1/25/25,Mich Amex,Little Nell,-318.96,Travel & Entertainment,,,Dining
1124,1/25/25,Mich Amex,StartingGate,-298.5,Travel & Entertainment,,,Dining
909,1/26/25,Mich City,Little Nell,-157.16,Travel & Entertainment,,,Dining
257,1/27/25,Fam Wells,Dr. Yolanda Bogarin,-35.0,Medical,,,Medical
255,1/27/25,Fam Wells,Financial Transactions,-0.15,Financial Transactions,,,Bank Fees
256,1/27/25,Fam Wells,Amazon,-5.25,Subscriptions,,,Cloud Services
254,1/27/25,Fam Wells,ReadySetFund,-10.0,Travel & Entertainment,,,Travel & Entertainment
1551,1/27/25,Mich Wells,Financial Transactions,-250.0,Financial Transactions,,,Cash
905,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
903,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
907,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
904,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
908,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
906,1/28/25,Mich City,American Airlines,-5.6,Travel & Entertainment,,,Travel & Entertainment
253,1/28/25,Fam Wells,Dr. Santos,-25.0,Travel & Entertainment,,,Travel & Entertainment
1120,1/28/25,Mich Amex,Amazon,53.24,Amazon,,,Amazon
1122,1/28/25,Mich Amex,W Aspen,-339.42,Travel & Entertainment,,,Travel & Lodging
1121,1/28/25,Mich Amex,W Aspen,-120.56,Travel & Entertainment,,,Travel & Lodging
902,1/29/25,Mich City,Tumi,-473.5,General Merchandise,,,General Merchandise
252,1/29/25,Fam Wells,Car Mich,1302.06,Auto,,,Vehicle Payment
1117,1/29/25,Mich Amex,MyPark,-5.35,Auto,,,Transport
1118,1/29/25,Mich Amex,SMH Cashiers Office,-50.0,Travel & Entertainment,,,Travel & Entertainment
1119,1/29/25,Mich Amex,W Aspen,-23.67,Travel & Entertainment,,,Travel & Lodging
961,1/3/25,Mich City,Wawa,-22.0,Travel & Entertainment,,,Transport
1153,1/3/25,Mich Amex,Unknown,-96.89,General Merchandise,,,General Merchandise
1325,1/3/25,Mich Bofa,Financial Transactions,300.0,Financial Transactions,,,Card Payment
901,1/30/25,Mich City,CVS,-39.5,Medical,,,Medical
250,1/30/25,Fam Wells,Transfers,-55.0,Andre,,,Andre Expenses
251,1/30/25,Fam Wells,Zelle To Basketball Charlie,-25.0,Education,,,Basket Lore
1116,1/30/25,Mich Amex,W Aspen,23.67,Travel & Entertainment,,,Travel & Lodging
1115,1/30/25,Mich Amex,W Aspen,120.56,Travel & Entertainment,,,Travel & Lodging
1304,1/30/25,Mich Bofa,Amazon,12.83,Amazon,,,Amazon
1303,1/30/25,Mich Bofa,Amazon,-17.37,Amazon,,,Amazon
898,1/31/25,Mich City,Chevron,-3.1,Auto,,,Transport
900,1/31/25,Mich City,City of Miami Beach,-8.5,Auto,,,Transport
899,1/31/25,Mich City,City of Miami Beach,-4.5,Auto,,,Transport
897,1/31/25,Mich City,Publix,-21.98,Groceries,,,Groceries
248,1/31/25,Fam Wells,Financial Transactions,0.09,Financial Transactions,,,Bank Fees
249,1/31/25,Fam Wells,Transfers,-400.0,Auto,,,Andre Gas
1300,1/31/25,Mich Bofa,Amazon,-21.39,Amazon,,,Amazon
1301,1/31/25,Mich Bofa,Amazon,-237.18,Amazon,,,Amazon
1302,1/31/25,Mich Bofa,Amazon,-74.89,Amazon,,,Amazon
1550,1/31/25,Mich Wells,BTS,6644.64,Income,,,Income
1549,1/31/25,Mich Wells,BTS,12257.15,Income,,,Income
1546,1/31/25,Mich Wells,Financial Transactions,0.01,Financial Transactions,,,Bank Fees
1548,1/31/25,Mich Wells,Transfers,-3755.35,Financial Transactions,,,Loan Payment
1547,1/31/25,Mich Wells,Transfers,-8500.0,Financial Transactions,,,Loan Payment
960,1/4/25,Mich City,Shell,-75.64,Auto,,,Transport
957,1/4/25,Mich City,TST,-21.76,Travel & Entertainment,,,Dining
959,1/4/25,Mich City,TST,-283.35,Travel & Entertainment,,,Dining
958,1/4/25,Mich City,TST,-164.74,Travel & Entertainment,,,Dining
1152,1/4/25,Mich Amex,U-Haul,-45.96,Travel & Entertainment,,,Transport
956,1/5/25,Mich City,Chevron,-67.69,Auto,,,Transport
954,1/5/25,Mich City,Target,107.48,General Merchandise,,,General Merchandise
955,1/5/25,Mich City,Walmart,118.91,General Merchandise,,,General Merchandise
953,1/6/25,Mich City,H&M,-149.77,General Merchandise,,,General Merchandise
952,1/6/25,Mich City,STC,-1302.0,Travel & Entertainment,,,Travel & Entertainment
951,1/6/25,Mich City,Beirut,-111.47,Travel & Entertainment,,,Dining
276,1/6/25,Fam Wells,Transfers,-400.0,Auto,,,Andre Gas
278,1/6/25,Fam Wells,Transfers,-230.0,Financial Transactions,,,Car Insurance Payment
279,1/6/25,Fam Wells,SUNPASS,-10.0,Auto,,,Tolls
280,1/6/25,Fam Wells,SUNPASS,-10.0,Auto,,,Tolls
277,1/6/25,Fam Wells,SUNPASS,-10.0,Auto,,,Tolls
281,1/6/25,Fam Wells,SunPass,-10.0,Auto,,,Tolls
1148,1/6/25,Mich Amex,Amazon,-276.37,Amazon,,,Amazon
1149,1/6/25,Mich Amex,Amazon,276.37,Amazon,,,Amazon
1150,1/6/25,Mich Amex,Unknown,-303.13,General Merchandise,,,General Merchandise
1151,1/6/25,Mich Amex,Restaurant,-16.66,Travel & Entertainment,,,Travel & Entertainment
1324,1/6/25,Mich Bofa,Amazon,-765.12,Amazon,,,Amazon
1323,1/6/25,Mich Bofa,Financial Transactions,-42.52,Financial Transactions,,,Bank Fees
1573,1/6/25,Mich Wells,Bank of America,300.0,Financial Transactions,,,Card Payment
1572,1/6/25,Mich Wells,Chase,96.85,Financial Transactions,,,Card Payment
1574,1/6/25,Mich Wells,Zelle To Mich Regions,-1080.0,Financial Transactions,,,Transfer
950,1/7/25,Mich City,Robeks,-123.48,Travel & Entertainment,,,Dining
274,1/7/25,Fam Wells,Guarantee Management,-226.0,Home,,,Assc. Fee Balm
275,1/7/25,Fam Wells,Fernandez M,-465.86,Aditional Expenses,,,Aditional Expenses
1146,1/7/25,Mich Amex,Amazon,70.28,Amazon,,,Amazon
1145,1/7/25,Mich Amex,Amazon,78.41,Amazon,,,Amazon
1147,1/7/25,Mich Amex,StockX,-919.08,General Merchandise,,,General Merchandise
1322,1/7/25,Mich Bofa,Amazon,-35.3,Amazon,,,Amazon
1321,1/7/25,Mich Bofa,Amazon,69.5,Amazon,,,Amazon
1571,1/7/25,Mich Wells,Zelle To Psicologo,-100.0,Medical,,,Psicologo
949,1/8/25,Mich City,Bitcoin.Tax,-49.95,Crypto Income,,,Services
273,1/8/25,Fam Wells,Zelle To Basketball Charlie,-25.0,Education,,,Basket Lore
1144,1/8/25,Mich Amex,The Wine To Buy,-211.57,Liquor Store,,,Liquor Store
1570,1/8/25,Mich Wells,Zelle To Psicologo Dr Arturo,-100.0,Medical,,,Psicologo
947,1/9/25,Mich City,Bark For C,-101.05,Lucky,,,Pet Services
948,1/9/25,Mich City,EL CAR WASH,-10.0,Auto,,,Vehicle Maintenance
946,1/9/25,Mich City,Experian,-21.95,Subscriptions,,,Services
272,1/9/25,Fam Wells,ATT,-14.92,Bills & Utilities,,,Bills & Utilities
1319,1/9/25,Mich Bofa,Amazon,-24.6,Amazon,,,Amazon
1318,1/9/25,Mich Bofa,Amazon,-154.92,Amazon,,,Amazon
1320,1/9/25,Mich Bofa,Amazon,-284.58,Amazon,,,Amazon
1569,1/9/25,Mich Wells,Zelle To Ana Gomez,-100.0,Travel & Entertainment,,,Travel & Entertainment
1343,12/11/24,Mich Bofa,Amazon,146.14,Amazon,,,Amazon
1342,12/13/24,Mich Bofa,Amazon,-373.43,Amazon,,,Amazon
1340,12/16/24,Mich Bofa,Amazon,-108.62,Amazon,,,Amazon
1341,12/16/24,Mich Bofa,Amazon,-31.17,Amazon,,,Amazon
1339,12/17/24,Mich Bofa,Amazon,-17.11,Amazon,,,Amazon
1338,12/17/24,Mich Bofa,Amazon,-155.98,Amazon,,,Amazon
1336,12/18/24,Mich Bofa,Amazon,-235.37,Amazon,,,Amazon
1337,12/18/24,Mich Bofa,Amazon,22.84,Amazon,,,Amazon
1335,12/19/24,Mich Bofa,Amazon,24.34,Amazon,,,Amazon
1334,12/19/24,Mich Bofa,Amazon,108.62,Amazon,,,Amazon
1333,12/21/24,Mich Bofa,Amazon,-39.56,Amazon,,,Amazon
1331,12/23/24,Mich Bofa,Amazon,-106.98,Amazon,,,Amazon
1330,12/23/24,Mich Bofa,Amazon,491.13,Amazon,,,Amazon
1332,12/23/24,Mich Bofa,Amazon,-40.55,Amazon,,,Amazon
1329,12/24/24,Mich Bofa,Amazon,-38.51,Amazon,,,Amazon
1328,12/27/24,Mich Bofa,Amazon,-149.79,Amazon,,,Amazon
1327,12/30/24,Mich Bofa,Amazon,-30.68,Amazon,,,Amazon
1326,12/30/24,Mich Bofa,Amazon,-85.59,Amazon,,,Amazon
1346,12/7/24,Mich Bofa,Amazon,-21.59,Amazon,,,Amazon
1345,12/7/24,Mich Bofa,Amazon,146.14,Amazon,,,Amazon
1344,12/9/24,Mich Bofa,Amazon,-28.88,Amazon,,,Amazon
894,2/1/25,Mich City,Chevron,-64.59,Auto,,,Transport
895,2/1/25,Mich City,City of Miami Beach,-2.5,Auto,,,Transport
896,2/1/25,Mich City,Meat Club Market,-135.0,Groceries,,,Groceries
1114,2/1/25,Mich Amex,Netflix,-26.02,Subscriptions,,,Streaming
883,2/10/25,Mich City,LS MOTOR SHOP,-100.0,Auto,,,Vehicle Maintenance
884,2/10/25,Mich City,Miami Airp Books,-27.24,General Merchandise,,,General Merchandise
237,2/10/25,Fam Wells,ATT,-14.93,Bills & Utilities,,,Bills & Utilities
236,2/10/25,Fam Wells,Netflix,-17.53,Subscriptions,,,Streaming
235,2/10/25,Fam Wells,SUNPASS,-10.0,Auto,,,Tolls
1108,2/10/25,Mich Amex,AT&T,-97.49,Bills & Utilities,,,Bills & Utilities
1535,2/10/25,Mich Wells,Zelle From Lenin Cardenas,765.0,Travel & Entertainment,,,Travel & Entertainment
1534,2/10/25,Mich Wells,Zelle From Lenin Cardenas,100.0,Travel & Entertainment,,,Travel & Entertainment
1533,2/10/25,Mich Wells,Zelle To Padovan Samuel,-15.0,Travel & Entertainment,,,Travel & Entertainment
882,2/11/25,Mich City,Spirit,-69.95,Travel & Entertainment,,,Travel & Entertainment
234,2/11/25,Fam Wells,Transfers,-60.0,Education,,,Education
233,2/11/25,Fam Wells,Transfers,-134.0,Medical,,,Medical
1294,2/11/25,Mich Bofa,Amazon,149.79,Amazon,,,Amazon
1532,2/11/25,Mich Wells,Coinbase,-29.99,Travel & Entertainment,,,Travel & Entertainment
232,2/12/25,Fam Wells,Moto,-219.28,Auto,,,Vehicle Payment
1531,2/12/25,Mich Wells,Transfers,-1000.0,Financial Transactions,,,Loan Payment
881,2/13/25,Mich City,NATL GEN INS,-31.03,Auto,,,Insurance
880,2/13/25,Mich City,Financial Transactions,8571.33,Financial Transactions,,,Card Payment
1530,2/13/25,Mich Wells,Transfers,9500.0,Financial Transactions,,,Loan
878,2/14/25,Mich City,Mia Sushi Maki,-8.11,Travel & Entertainment,,,Dining
877,2/14/25,Mich City,Tatel,-484.79,Travel & Entertainment,,,Dining
876,2/14/25,Mich City,TATEL,-114.93,Travel & Entertainment,,,Dining
879,2/14/25,Mich City,Gusto,-191.52,Travel & Entertainment,,,Dining
1107,2/14/25,Mich Amex,UM MY CHART,-75.0,Medical,,,Medical
1529,2/14/25,Mich Wells,BUS TELE SVCS,6644.64,Income,,,Income
1528,2/14/25,Mich Wells,Financial Transactions,654.31,Financial Transactions,,,Card Payment
1527,2/14/25,Mich Wells,Financial Transactions,8571.33,Financial Transactions,,,Card Payment
870,2/15/25,Mich City,Cappuccino,-31.81,Travel & Entertainment,,,Dining
875,2/15/25,Mich City,Chevron,-66.76,Auto,,,Transport
869,2/15/25,Mich City,La Mallorquina,-13.35,Travel & Entertainment,,,Dining
874,2/15/25,Mich City,LAZ Parking,-6.0,Auto,,,Transport
873,2/15/25,Mich City,Oysho,-123.29,General Merchandise,,,General Merchandise
872,2/15/25,Mich City,Rte Marisqueria El Bar,-89.38,Travel & Entertainment,,,Dining
868,2/15/25,Mich City,Sancocho y Lena Steak,-71.34,Travel & Entertainment,,,Dining
871,2/15/25,Mich City,Taberna Los Gallos,-79.07,Travel & Entertainment,,,Dining
863,2/16/25,Mich City,Adolfo Suárez Madrid-Barajas,-7.05,Travel & Entertainment,,,Taxi
867,2/16/25,Mich City,Chevron,-8.82,Travel & Entertainment,,,Gas
865,2/16/25,Mich City,Emporio del Grano,-14.62,Travel & Entertainment,,,Dining
862,2/16/25,Mich City,Marathon Petroleum,-2.9,Travel & Entertainment,,,Gas
864,2/16/25,Mich City,Marathon Petroleum,-7.89,Travel & Entertainment,,,Gas
866,2/16/25,Mich City,Labelle Brewing Co,-46.54,Travel & Entertainment,,,Dining
1105,2/16/25,Mich Amex,7-Eleven,-17.56,General Merchandise,,,General Merchandise
1106,2/16/25,Mich Amex,Marathon Petroleum,-10.12,Travel & Entertainment,,,Gas
855,2/17/25,Mich City,Restaurant,-4.21,Travel & Entertainment,,,Travel & Entertainment
854,2/17/25,Mich City,Restaurant,-1.05,Travel & Entertainment,,,Travel & Entertainment
856,2/17/25,Mich City,Casa del Caffè,-14.2,Travel & Entertainment,,,Dining
857,2/17/25,Mich City,Charge,-49.74,Travel & Entertainment,,,Travel & Entertainment
859,2/17/25,Mich City,Hotel Milano,-106.2,Travel & Entertainment,,,Travel & Lodging
860,2/17/25,Mich City,Labcorp,-48.87,Medical,,,Medical
858,2/17/25,Mich City,Digestive Medicine,-62.81,Medical,,,Medical
861,2/17/25,Mich City,Adrian Fish Market,-252.89,Travel & Entertainment,,,Dining
1293,2/17/25,Mich Bofa,Amazon,-561.61,Amazon,,,Amazon
1292,2/17/25,Mich Bofa,Financial Transactions,500.0,Financial Transactions,,,Card Payment
1291,2/17/25,Mich Bofa,Financial Transactions,3000.0,Financial Transactions,,,Card Payment
852,2/18/25,Mich City,City Bar,-14.5,Travel & Entertainment,,,Dining
851,2/18/25,Mich City,City Bar,-3.05,Travel & Entertainment,,,Dining
849,2/18/25,Mich City,Dolce Bassano,-15.45,Travel & Entertainment,,,Dining
850,2/18/25,Mich City,Tag Renewal,-53.65,Auto,,,Parking
848,2/18/25,Mich City,SIS,-3.15,Travel & Entertainment,,,Travel & Entertainment
853,2/18/25,Mich City,Dr. Santos,-25.0,Medical,,,Services
230,2/18/25,Fam Wells,Financial Transactions,195.83,Financial Transactions,,,Refunds
228,2/18/25,Fam Wells,Financial Transactions,-5.0,Financial Transactions,,,Bank Fees
229,2/18/25,Fam Wells,Montegrappa,-105.15,Travel & Entertainment,,,Taxi
231,2/18/25,Fam Wells,Transfers,4850.0,Financial Transactions,,,Income Transfer
1290,2/18/25,Mich Bofa,Amazon,158.6,Amazon,,,Amazon
1289,2/18/25,Mich Bofa,Amazon,237.18,Amazon,,,Amazon
1523,2/18/25,Mich Wells,Bank of America,500.0,Financial Transactions,,,Card Payment
1522,2/18/25,Mich Wells,Bank of America,3000.0,Financial Transactions,,,Card Payment
1526,2/18/25,Mich Wells,Transfers,3500.0,Financial Transactions,,,Loan
1525,2/18/25,Mich Wells,Transfers,-4850.0,Financial Transactions,,,Income Transfer
1524,2/18/25,Mich Wells,Transfers,-1174.0,Savings,,,Savings
846,2/19/25,Mich City,City Bar,-8.92,Travel & Entertainment,,,Dining
847,2/19/25,Mich City,Ristorante Bar Agora',-188.64,Travel & Entertainment,,,Dining
227,2/19/25,Fam Wells,FPL,-205.19,Bills & Utilities,,,Bills & Utilities
226,2/19/25,Fam Wells,Car Mich,1100.0,Auto,,,Vehicle Payment
893,2/2/25,Mich City,Restaurant,-12.97,Travel & Entertainment,,,Travel & Entertainment
845,2/20/25,Mich City,Bar Autorimessa,-88.41,Travel & Entertainment,,,Dining
844,2/20/25,Mich City,Darsena,-47.08,Travel & Entertainment,,,Taxi
842,2/20/25,Mich City,Darsena,-31.39,Travel & Entertainment,,,Taxi
843,2/20/25,Mich City,Trattoria Da Gioia,-42.19,Travel & Entertainment,,,Dining
1287,2/20/25,Mich Bofa,Amazon,-51.35,Amazon,,,Amazon
1286,2/20/25,Mich Bofa,Amazon,-582.0,Amazon,,,Amazon
1285,2/20/25,Mich Bofa,Amazon,-85.38,Amazon,,,Amazon
1288,2/20/25,Mich Bofa,Amazon,-342.35,Amazon,,,Amazon
1521,2/20/25,Mich Wells,Zelle To Sebastian Caminero,-150.0,Pelu,,,Pelu Lore Mich
841,2/21/25,Mich City,DFS Italia,-16.77,General Merchandise,,,General Merchandise
840,2/21/25,Mich City,Stella Shop,-206.48,General Merchandise,,,General Merchandise
225,2/21/25,Fam Wells,Financial Transactions,734.0,Financial Transactions,,,Card Payment
1104,2/21/25,Mich Amex,Jack Duggan's Pub,-41.21,Travel & Entertainment,,,Dining
832,2/22/25,Mich City,C.Coffee Lovers,-2.63,Travel & Entertainment,,,Dining
836,2/22/25,Mich City,Globus,-183.97,General Merchandise,,,General Merchandise
837,2/22/25,Mich City,Hotel Adler,-222.99,Travel & Entertainment,,,Travel & Lodging
839,2/22/25,Mich City,Lufthansa,-63.05,Travel & Entertainment,,,Travel & Entertainment
833,2/22/25,Mich City,Parafarmacrimi,-12.47,Medical,,,Medical
835,2/22/25,Mich City,Scheerer Optik,-52.4,Medical,,,Medical
834,2/22/25,Mich City,Uber,-33.62,Travel & Entertainment,,,Taxi
838,2/22/25,Mich City,Uber,-16.72,Travel & Entertainment,,,Taxi
1103,2/22/25,Mich Amex,Financial Transactions,8886.7,Financial Transactions,,,Card Payment
1282,2/22/25,Mich Bofa,Amazon,32.09,Amazon,,,Amazon
1283,2/22/25,Mich Bofa,Amazon,53.49,Amazon,,,Amazon
